government_entity,source_file,ingestion_date
جامعة حفر الباطن *,Government Entity.csv,2026-01-31
جامعة الملك خالد - المشاريع,Government Entity.csv,2026-01-31
جامعة الجوف معهد البحوث والدراسات,Government Entity.csv,2026-01-31
جامعة نجران الإستثمار,Government Entity.csv,2026-01-31
مؤسسة أثر,Government Entity.csv,2026-01-31
أكاديمية الطاقة والمياه,Government Entity.csv,2026-01-31
جامعة نجران**,Government Entity.csv,2026-01-31
جامعة الحدود الشمالية العقود والخدمات الاستشارية,Government Entity.csv,2026-01-31
جامعة الملك خالد معهد البحوث والدراسات الاستشارية,Government Entity.csv,2026-01-31
جمعية حماية المستهلك**,Government Entity.csv,2026-01-31
جمعية أمان لمكافحة التدخين والمخدرات بمحافظة عنيزة,Government Entity.csv,2026-01-31
مؤسسة الجزيرة للصحافة والطباعة والنشر,Government Entity.csv,2026-01-31
مؤسسة عكاظ للصحافة والنشر,Government Entity.csv,2026-01-31
مؤسسة عسير للصحافة والنشر,Government Entity.csv,2026-01-31
مؤسسة عكاظ للصحافة والنشر*,Government Entity.csv,2026-01-31
مؤسسة الدعوة الاسلامية الصحفية*,Government Entity.csv,2026-01-31
مؤسسة مكة المكرمة للطباعة والاعلام,Government Entity.csv,2026-01-31
جامعة عفت الاهلية,Government Entity.csv,2026-01-31
الخطوط الجوية العربية السعودية,Government Entity.csv,2026-01-31
الأكاديمية الوطنية لتقنية المعلومات,Government Entity.csv,2026-01-31
مكتب - مكتب الهيئة السعودية للمحاسبين القانونيين,Government Entity.csv,2026-01-31
شركة جده للتنمية والتطوير العمراني,Government Entity.csv,2026-01-31
شركة الخطوط السعودية للرحلات الخاصه المحدودة شركة شخص واحد,Government Entity.csv,2026-01-31
شركة مواصلات جدة المحدودة,Government Entity.csv,2026-01-31
شركة خدمات الملاحة الجوية السعودية المحدودة,Government Entity.csv,2026-01-31
شركة البلد الأمين للتنمية والتطوير العمراني شركة مساهمة,Government Entity.csv,2026-01-31
صندوق البنية التحتية الوطني,Government Entity.csv,2026-01-31
المؤسسة العامة لجسر الملك فهد,Government Entity.csv,2026-01-31
صندوق الفعاليات الاستثماري,Government Entity.csv,2026-01-31
برنامج التحول الوطني,Government Entity.csv,2026-01-31
الشركة السعودية لشراكات المياه,Government Entity.csv,2026-01-31
هيئة التأمين,Government Entity.csv,2026-01-31
هيئة تطوير وتعمير المناطق الجبلية بجازان,Government Entity.csv,2026-01-31
اللجنة الوطنية لرعاية السجناء و المفرج عنهم و أسره,Government Entity.csv,2026-01-31
الهيئة العليا لتطوير مدينة الرياض,Government Entity.csv,2026-01-31
الهيئة السعودية للمحاسبين القانونيين,Government Entity.csv,2026-01-31
مدينة الملك فيصل العسكرية,Government Entity.csv,2026-01-31
مستشفى الملك عبدالله بن عبدالعزيز الجامعي,Government Entity.csv,2026-01-31
مستشفى الملك فهد للقوات المسلحة - بجدة,Government Entity.csv,2026-01-31
وزارة الدفاع - ادارة التشغيل والصيانة للمنشآت العسكرية,Government Entity.csv,2026-01-31
وكالة شؤون البلديات التابعة لأمانة المنطقة الشرقية,Government Entity.csv,2026-01-31
مجمع الأمل للصحة النفسية بالرياض,Government Entity.csv,2026-01-31
الشئون الصحية بوزارة الحرس الوطني,Government Entity.csv,2026-01-31
صندوق التنمية الزراعية,Government Entity.csv,2026-01-31
البرنامج الوطني لدعم ادارة المشروعات والتشغيل والصيانة في الجهات العامة,Government Entity.csv,2026-01-31
القوات البحرية - قاعدة الملك سلمان للاسناد البحري,Government Entity.csv,2026-01-31
المركز الوطني للقياس,Government Entity.csv,2026-01-31
أدارة الموارد الذاتية بصحة جدة,Government Entity.csv,2026-01-31
إدارة التشغيل والصيانة للمنشأت العسكرية بالعيينة,Government Entity.csv,2026-01-31
الإدارة العامة للأشغال العسكرية - وزارة الدفاع,Government Entity.csv,2026-01-31
الادارة العامة للخدمات الطبية للقوات المسلحة - إدارة الاخلاء الطبي الجوي,Government Entity.csv,2026-01-31
المركز السعودي لسلامة المرضى,Government Entity.csv,2026-01-31
صندوق اسكان قوى الامن الداخلي بعرعر وطريف,Government Entity.csv,2026-01-31
وزارة المالية – مكتب تحقيق الرؤية,Government Entity.csv,2026-01-31
الإدارة العامة  للموارد الذاتية في وزارة الصحة,Government Entity.csv,2026-01-31
اسكان قوى الامن الداخلي بالظهران,Government Entity.csv,2026-01-31
المركز الوطني للتقويم والاعتماد الاكاديمي,Government Entity.csv,2026-01-31
اسكان قوى الامن بتبوك,Government Entity.csv,2026-01-31
الشركة الوطنية للاسكان,Government Entity.csv,2026-01-31
الشركة الوطنية للشراء الموحد للأدوية والأجهزة والمستلزمات الطبية,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة التعليم - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الاتصالات وتقنية المعلومات - VRO,Government Entity.csv,2026-01-31
وزارة الاسكان - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الإعلام - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الاقتصاد والتخطيط - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة البيئة والمياه والزراعة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة التجارة والاستثمار - VRO,Government Entity.csv,2026-01-31
معهد الادارة العامة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الصحة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الطاقة والصناعة والثروة المعدنية - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الموارد البشرية والتنمية الاجتماعية - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة المالية - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة النقل - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الشؤوون البلدية والقروية - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الداخلية - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للهيئة العامة للسياحة والتراث الوطني - VRO,Government Entity.csv,2026-01-31
مركز برنامج جودة الحياة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الحج والعمره  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للهيئة العامة للترفية  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة الثقافة  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية هيئة تطوير منطقة المدينة المنورة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية وزارة العدل - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للهيئة السعودية للملكية الفكرية  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية -وزارة الرياضة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية لوزارة الصناعة والثروة المعدنية  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية لهيئة تطوير المنطقة الشرقية  - VRO,Government Entity.csv,2026-01-31
هيئة المدن والمناطق الأقتصادية الخاصة - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية لمدينة الملك عبدالعزيز للعوم والتقنية  - VRO,Government Entity.csv,2026-01-31
هيئة تطوير منطقة حائل - VRO,Government Entity.csv,2026-01-31
مكتب ادارة المبادرات في مركز الملك عبدالله العالمي للابحاث الطبية  - VRO,Government Entity.csv,2026-01-31
مبادرات برامج تحقيق الرؤية للمركز الوطني لتنمية القطاع الغير ربحي  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للمركز الوطني للتخصيص  - VRO,Government Entity.csv,2026-01-31
أمانة منطقة الباحة - VRO,Government Entity.csv,2026-01-31
مكتب الهيئة السعودية للبيانات والذكاء الاصطناعي  - VRO,Government Entity.csv,2026-01-31
المعهد الوطني للتطوير المهني التعليمي - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للهيئة العامة للاوقاف  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية لهيئة الحكومة الرقمية  - VRO,Government Entity.csv,2026-01-31
مكتب تحقيق الرؤية للهيئة الملكية لمدينة الرياض  - VRO,Government Entity.csv,2026-01-31
